customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,EstimatedCLV,ChurnReasonSegment,CampaignCostPerCustomer,_IsSimulated_CampaignCost,RecommendedCampaign,SimulatedConversionRate,_IsSimulated_ConversionRate,ChurnRiskScore
3985-HOYPM,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,758.3499999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.028364576344748843
9728-FTTVZ,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,899.6000000000001,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.9178096347258804
9548-LERKT,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,720.15,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.024513957116341495
6576-FBXOJ,Male,No,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,1590.0,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.24302580509928964
4310-KEDTB,Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,1144.1,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.39333289097833346
7254-IQWOZ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,905.45,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.9197697609032363
2474-BRUCM,Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,5308.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.6941857169571932
4062-HBMOS,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,6601.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7236208786386675
0742-NXBGR,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,1069.8999999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.9054701901017373
2676-ISHSF,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,263.90000000000003,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.5378524302926625
9236-NDUCW,Female,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,1191.6,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.08063939210243089
4753-PADAS,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,8085.35,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.39258738400679616
6103-QCKFX,Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,3094.55,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.18707051641626282
7781-EWARA,Male,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,4862.9,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.15223980407916538
6110-OHIHY,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1218.6,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.8237401012842305
7018-FPXHH,Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,4175.049999999999,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.06436436537545033
5889-LFOLL,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,2130.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.842251343834752
5708-EVONK,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,6556.400000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.42583000248423625
8708-XPXHZ,Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,5316.700000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7147962059046483
0616-ATFGB,Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,325.65000000000003,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.8157794685719776
0572-ZJKLT,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,5826.0,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.17303878324089758
5135-RDDQL,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,3829.05,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.03587967358260374
1353-LJWEM,Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,1419.3,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.3891416398542319
1794-SWWKL,Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,1582.9,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.3407664790377413
6166-YIPFO,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,5522.450000000001,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.04395958616503691
7016-BPGEU,Female,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1014.0500000000001,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5312831164156377
6876-ADESB,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,636.3500000000001,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.7848514749832518
9332-GYWLO,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,1013.3000000000001,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5493567928696983
1963-SVUCV,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,588.8999999999999,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7711194006592603
4184-VODJZ,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,6860.9,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.36309601799272917
0220-EBGCE,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1197.4999999999998,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.875893351965093
1092-WPIVQ,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,No,729.6500000000001,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.05929833795124318
7233-IOQNP,Female,No,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,1913.35,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.27604314783711076
2834-JKOOW,Female,No,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,1244.25,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.1507534516952658
2754-VDLTR,Male,No,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,2072.8,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.810665900537775
2400-FEQME,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,1423.95,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.021964191296174853
3190-XFANI,Male,No,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,6276.849999999999,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5541857920451344
7551-DACSP,Male,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,987.8499999999999,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6387399422474876
4957-SREEC,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,1702.3,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.01094494582692318
7235-NXZCP,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,1054.6,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8761567489763333
0230-UBYPQ,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,2732.1000000000004,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.13581265852329746
4923-ADWXJ,Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,2469.25,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.26200988426388466
1763-KUAAW,Female,Yes,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,613.8000000000001,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.10448506745108282
1104-TNLZA,Male,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No,4267.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.6319723266072844
5195-KPUNQ,Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,6367.55,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2871388469153352
0520-FDVVT,Male,No,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,4854.299999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5122247100453926
3439-GVUSX,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,317.19999999999993,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.6548060695131597
1444-VVSGW,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes,9356.650000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.32892425260515545
5712-PTIWW,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,1110.6499999999999,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.8489515324285095
5949-HGVJL,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,2836.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3383607423296479
5203-XEHAX,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,2825.25,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.13369787496556373
1635-HDGFT,Female,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,644.55,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.03648927796985882
3315-TOTBP,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,Yes,2042.85,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.790507187360028
8050-XGRVL,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,4082.35,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.0851926384179313
6661-HBGWL,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,5580.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.724918011474251
1518-VOWAV,Female,No,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,1599.35,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6420809235998678
9828-QHFBK,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,1889.5,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.39649152703166857
3908-MKIMJ,Male,Yes,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,3469.15,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.14873474815292428
5012-YSPJJ,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,2299.2,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.20561756745725143
5909-ECHUI,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,731.25,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7846188234460595
1309-BXVOQ,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,3523.1499999999996,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.794864438953259
6728-VOIFY,Female,No,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,7261.75,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.39309121803955865
9317-WZPGV,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,1116.4,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.8700464984031364
4891-NLUBA,Female,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,4488.55,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.03940184827772693
2856-HYAPG,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes,892.45,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8828143232921962
8969-PRHFK,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,No,647.05,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.04083206073928967
0661-KQHNK,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,105.5,No,333.5,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.08541837478218149
8709-KRDVL,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,No,4520.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7417621086271489
4488-PSYCG,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes,570.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.34603251932819445
1427-VERSM,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,6853.9,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.46170665234089314
9801-NOSHQ,Male,No,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,No,703.05,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.03320164571714332
6339-YPSAH,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,No,1589.8999999999999,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.7671932873356956
3621-CEOVK,Female,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,Yes,2572.2,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8455932887404485
6906-ANDWJ,Male,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Yes,2006.0500000000002,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.7477595460810025
2159-TURXX,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,No,336.15000000000003,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.2514786550123092
1548-FEHVL,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,7649.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3900582553146468
3795-CAWEX,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,No,9550.9,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.14052920062043836
6215-NQCPY,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No,2763.15,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8031234795566753
5647-URDKA,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,No,366.65,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.0486530939604045
2229-DPMBI,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,No,396.15,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.049203823355840566
9626-WEQRM,Female,No,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,459.84999999999997,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.5675676832348635
2188-SXWVT,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,No,2545.15,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.08091817071011013
6258-PVZWJ,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,7392.450000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.048834017386161964
1094-BKOSX,Female,No,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,No,2876.5,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.16058943319711114
6969-MVBAI,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,1897.9999999999998,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8805599157708288
2978-XXSOG,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,1962.1,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.29365357019956034
2342-CKIAO,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,284.8,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.2412619969773156
6953-PBDIN,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,6140.950000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.06981226726407037
3898-BSJYF,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,1575.8999999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.18605173759595228
3938-YFPXD,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,7008.700000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.05078962196366708
7696-AMHOD,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,4760.2,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.1424577781017175
2453-SAFNS,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,4751.25,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.17133266983823353
